chunk,embedding
"28 Years Later (15+, English, 115 min) is a Horror, Thriller, Science Fiction film starring Jodie Comer, Aaron Taylor-Johnson, Alfie Williams. It is currently showing at City Centre Al Zahia in Standard format. Showtimes and bookings: [['3:30pm'] → ['https://uae.voxcinemas.com/booking/0055-153087']]","[-0.004984589759260416, -0.0408204086124897, 0.023204386234283447, 0.07326202094554901, 0.005828258115798235, 0.07135827094316483, -0.08452215790748596, 0.008244123309850693, 0.08342638611793518, -0.05126909911632538, 0.015924939885735512, -0.056588172912597656, 0.042610328644514084, 0.026103483512997627, -0.02999868430197239, -0.007728795055299997, -0.03293352574110031, -0.06891340762376785, 0.040707167237997055, -0.0619904100894928, -0.015736352652311325, 0.040738727897405624, 0.02463163062930107, 0.03242732584476471, -0.008526363410055637, 0.029826411977410316, 0.04006493464112282, -0.024611402302980423, -0.08295655250549316, -0.0324372872710228, 0.08484673500061035, 0.04756005480885506, -0.02045448124408722, -0.007177616935223341, -0.008954677730798721, -0.020760586485266685, 0.005117727443575859, -0.02528683841228485, -0.016417957842350006, 0.011436236090958118, 0.02959596738219261, -0.1379358023405075, -0.03349427506327629, -0.021069711074233055, -0.04029736667871475, -0.06916499882936478, 0.04859691485762596, -0.0548090822994709, 0.020361386239528656, 0.009397914633154869, -0.08800266683101654, -0.05920126289129257, -0.048062764108181, -0.0728345662355423, 0.011188030242919922, -0.003048233687877655, 0.013320913538336754, -0.027452442795038223, 0.02613961696624756, 0.0010845015058293939, 0.06226818263530731, -0.07787159830331802, -0.03372009098529816, -0.008628816343843937, -0.03278980776667595, -0.10952386260032654, 0.08608661592006683, -0.05178343504667282, 0.03898411989212036, -0.05918850749731064, -0.008274410851299763, 0.018400995060801506, 0.015470501966774464, -0.0535685233771801, 0.023505887016654015, -0.03193230926990509, 0.04811481386423111, -0.033393800258636475, 0.013792882673442364, -0.09921873360872269, 0.04925959184765816, -0.1121746152639389, 0.036428723484277725, -0.05583953484892845, 0.04601742699742317, -0.04049834609031677, 0.051372405141592026, 0.059179987758398056, -0.008411018177866936, -0.018301935866475105, -0.118708036839962, -0.011038050055503845, -0.10796026885509491, 0.043423861265182495, 0.015350566245615482, -0.0746551901102066, -0.05338480696082115, 0.0098584508523345, -0.03032773546874523, 0.10665875673294067, -0.07092592865228653, 0.021210480481386185, 0.03751850128173828, 0.016361655667424202, 0.03018072061240673, -0.024325009435415268, 0.09679092466831207, 0.05793515592813492, -0.08652114123106003, 0.0072309710085392, 0.016390036791563034, 0.007313758600503206, 0.05280905216932297, -0.04611212760210037, 0.09818326681852341, 0.03333846479654312, -0.012555199675261974, -0.020419683307409286, 0.001990565797314048, 0.023535870015621185, 0.11079379171133041, 0.02778119221329689, 0.012025950476527214, 0.0029770836699754, -0.009386704303324223, -0.011899607256054878, 0.014577927067875862, 1.695831516988581e-33, -0.029851816594600677, -0.0373290479183197, -0.031052475795149803, 0.02248881384730339, 0.004980236291885376, 0.029710398986935616, 0.015828201547265053, 0.12794268131256104, -0.056918445974588394, -0.05027078837156296, -0.03887304663658142, -0.12154574692249298, 0.016848942264914513, -0.07777070999145508, 0.011519472114741802, 0.06044435501098633, 0.02344430983066559, -0.037582531571388245, 0.07947157323360443, -0.024117564782500267, -0.014888675883412361, -0.00921244639903307, -0.06816861778497696, 0.030825555324554443, 0.015826547518372536, -0.05766230821609497, 0.05458487570285797, -0.03127069026231766, 0.05225687846541405, -0.005551251117140055, -0.025376096367836, 0.0014379530912265182, 0.009823717176914215, -0.0349879115819931, 0.08797938376665115, -0.03166569769382477, -0.09457679092884064, -0.037791911512613297, -0.013810903765261173, 0.019273564219474792, -0.04961837828159332, 0.05975295230746269, -0.030134687200188637, 0.038893554359674454, -0.06895624101161957, 0.02693343348801136, 0.07650047540664673, 0.013301807455718517, 0.05131584033370018, 0.11939818412065506, 0.07745182514190674, 0.02193734608590603, -0.10346576571464539, -0.00958950538188219, -0.02987786941230297, 0.043773528188467026, -0.06641314178705215, -0.06227227300405502, 0.02655477076768875, 0.059175919741392136, 0.10261166840791702, 0.047821447253227234, 0.02409471943974495, -0.02395627461373806, -0.0008150789653882384, 0.03636324033141136, 0.02847757749259472, 0.021094735711812973, 0.01080918125808239, 0.015284606255590916, -0.086635060608387, -0.0013427376979961991, 0.0930362343788147, 0.017821982502937317, -0.029835697263479233, -0.03794217109680176, 0.01250866986811161, -0.07656509429216385, 0.014102942310273647, -0.04634431004524231, 0.05041845142841339, -0.04518697410821915, 0.06035257875919342, -0.000506550190038979, -0.03952954337000847, -0.04815158247947693, -0.03305608406662941, -0.006807819474488497, -0.01175845880061388, -0.013474436476826668, -0.007761945016682148, -0.11496135592460632, 0.005679949652403593, 0.031520530581474304, 0.023757172748446465, -3.584899244230976e-33, 0.06486494094133377, -0.016825135797262192, -0.05821878835558891, -0.01609238237142563, 0.0893789753317833, -0.04345434904098511, -0.0745660662651062, 0.144139364361763, 0.011598952114582062, -0.030473850667476654, 0.06310463696718216, 0.0171658918261528, 0.15694190561771393, -0.021740863099694252, 0.018587930127978325, 0.012836718931794167, -0.017694750800728798, -0.06912583112716675, 0.02213955670595169, 0.01934182457625866, 0.000945053412579, 0.029943114146590233, -0.07873544096946716, -0.025876518338918686, 0.025893397629261017, 0.024025071412324905, 0.0418749675154686, 0.037404224276542664, -0.04423533380031586, 0.020439155399799347, -0.020704858005046844, -0.07220268994569778, 0.03546697646379471, 0.00784357637166977, -0.034659307450056076, 0.06841883808374405, 0.03928188979625702, -0.08587448298931122, -0.005580446217209101, -0.013648335821926594, 0.035804253071546555, -0.03229222819209099, -0.024336958304047585, 0.06367267668247223, -0.0218955185264349, 0.045174531638622284, 0.04484286159276962, 0.06258122622966766, 0.040753573179244995, -0.09863737225532532, -0.026448840275406837, 0.012389383278787136, -0.11008136719465256, -0.0455886535346508, -0.05983157828450203, 0.010917624458670616, -0.01716984435915947, -0.03866267204284668, 0.06826289743185043, 0.0402277447283268, -0.01080418936908245, -0.0472555011510849, 0.08840054273605347, -0.05776771157979965, -0.010826441459357738, -0.01082550548017025, -0.052585799247026443, 0.059922970831394196, -0.05161566659808159, 0.06920357793569565, -0.009668298996984959, -0.04001767933368683, -0.18723855912685394, 0.054393187165260315, 0.005640335846692324, -0.05481809750199318, 0.03667604178190231, 0.051157645881175995, -0.02141880989074707, 0.03715556487441063, 0.02425784431397915, -0.06921961158514023, 0.0036827854346483946, 0.01624177396297455, 0.11972372978925705, 0.07246406376361847, 0.06962369382381439, -0.06969153881072998, 0.0012616050662472844, 0.01309753954410553, -0.008143610320985317, -0.03600356727838516, 0.016791103407740593, -0.008910889737308025, -0.06765419989824295, -4.9314529348976066e-08, -0.012763815931975842, -0.018299004063010216, -0.004329599905759096, -0.05610227212309837, 0.012765886262059212, -0.019000733271241188, -0.019152386114001274, 0.0821564644575119, -0.021484747529029846, 0.03232334181666374, 0.0029895566403865814, -0.0221431665122509, 0.08776751905679703, 0.03419026732444763, -0.02473299391567707, 0.03442950174212456, 0.011606380343437195, 0.04104986786842346, 0.004799009300768375, 0.014909622259438038, 0.029535431414842606, -0.07474666088819504, 0.13114453852176666, -0.022391892969608307, 0.03327280655503273, 0.0083547942340374, -0.010864867828786373, 0.07479073852300644, 0.0012304334668442607, -0.045766431838274, -0.0022693860810250044, 0.06549195200204849, 0.007435547653585672, 0.003919275477528572, -0.0204763263463974, -0.03689684346318245, 0.062464408576488495, 0.017622970044612885, -0.092009536921978, 0.02474862150847912, 0.033336520195007324, 0.039748359471559525, -0.04083005711436272, 0.03581788018345833, 0.09019391238689423, 0.001527615124359727, 0.049377698451280594, -0.09551660716533661, 0.04665151238441467, -0.025923529639840126, 0.035648245364427567, 0.02464754320681095, -0.011958279646933079, 0.0980461835861206, 0.07648464292287827, -0.028011994436383247, -0.07791776955127716, -0.02947538159787655, -0.01626776158809662, 0.03865557163953781, 0.028138548135757446, -0.08862179517745972, 0.02746659144759178, -0.036712098866701126]"
"28 Years Later (15+, English, 115 min) is a Horror, Thriller, Science Fiction film starring Jodie Comer, Aaron Taylor-Johnson, Alfie Williams. It is currently showing at City Centre Mirdif in Standard format. Showtimes and bookings: [['5:45pm'] → ['https://uae.voxcinemas.com/booking/0005-556015']]","[0.009641299955546856, -0.06853512674570084, 0.02433057688176632, 0.06504884362220764, 0.025798790156841278, 0.09630829095840454, -0.0859372466802597, 0.007433227729052305, 0.07987017184495926, -0.029132550582289696, 0.005483426619321108, -0.054095540195703506, 0.026814524084329605, 0.03453657776117325, -0.030180634930729866, -0.008021161891520023, -0.050504278391599655, -0.053250424563884735, 0.036896660923957825, -0.06786487996578217, -0.0318409688770771, 0.03549482300877571, 0.024684404954314232, 0.012841498479247093, -0.00838922243565321, 0.028970396146178246, 0.03157647326588631, -0.029430992901325226, -0.0837477296590805, -0.01563815027475357, 0.09473394602537155, 0.05457102879881859, -0.00726702343672514, -0.017008714377880096, 0.007471019867807627, -0.001928234938532114, 0.014659698121249676, -0.042949214577674866, -0.02412901446223259, 0.00982250552624464, 0.017186779528856277, -0.13693279027938843, -0.022659599781036377, -0.023812303319573402, -0.040317244827747345, -0.07289689779281616, 0.045256637036800385, -0.054932836443185806, 0.03968849778175354, 0.004582138266414404, -0.09742717444896698, -0.044372715055942535, -0.050764746963977814, -0.10048653185367584, 0.01846420019865036, 0.0015511381207033992, 0.021439000964164734, -0.02441009134054184, 0.02810641936957836, -0.001557550742290914, 0.06254271417856216, -0.08668290078639984, -0.014693308621644974, -0.02579515613615513, -0.02113792486488819, -0.11300022155046463, 0.07074693590402603, -0.04864174872636795, 0.0668446272611618, -0.06873055547475815, -0.02149622142314911, 0.015196261927485466, -0.019059212878346443, -0.05819987505674362, 0.023426204919815063, -0.022930894047021866, 0.0359790101647377, -0.005363126285374165, 0.03535033017396927, -0.1050482988357544, 0.040629032999277115, -0.10263033211231232, 0.04391145333647728, -0.05893208459019661, 0.03301338851451874, -0.02942703291773796, 0.06045102700591087, 0.05535381659865379, -0.011824100278317928, -0.010709662921726704, -0.12408116459846497, -0.027436701580882072, -0.11198534071445465, 0.05805006995797157, 0.004266910254955292, -0.09072306752204895, -0.05661989003419876, 0.01321150828152895, -0.02956744097173214, 0.09705109894275665, -0.08161406219005585, 0.02258080057799816, 0.02286992222070694, 0.018833613023161888, 0.03867661952972412, -0.04504387453198433, 0.08954047411680222, 0.04756674915552139, -0.07882516086101532, -0.012489113956689835, 0.01263757236301899, 0.025094078853726387, 0.0540047250688076, -0.028420308604836464, 0.11358284950256348, 0.030284594744443893, -0.003164157271385193, -0.01727284863591194, 0.01171609666198492, 0.02521221712231636, 0.1146659404039383, 0.02194375917315483, 0.004554266110062599, -0.0004785297205671668, -0.02397191897034645, -0.006252783350646496, 0.02239389345049858, 1.752093799025805e-33, -0.018371671438217163, -0.036566007882356644, 0.016551557928323746, 0.03488297387957573, 0.0015230895951390266, 0.01610371470451355, 0.01333154272288084, 0.1294880360364914, -0.031181635335087776, -0.06202483922243118, -0.03467315807938576, -0.13125939667224884, 0.01116127334535122, -0.06866136938333511, 0.000635230855550617, 0.02701677195727825, 0.02481810934841633, -0.04519887641072273, 0.08459244668483734, -0.023186299949884415, -0.025922276079654694, 0.012791456654667854, -0.06302671879529953, 0.03917182236909866, 0.010330458171665668, -0.07698313146829605, 0.05487753450870514, -0.014863243326544762, 0.07998428493738174, 0.002144267549738288, -0.03794488310813904, -0.009226137772202492, 0.007960882037878036, -0.030596483498811722, 0.06905169785022736, -0.02980123646557331, -0.09440698474645615, -0.03970003500580788, -0.021898090839385986, 0.03519003838300705, -0.06381236761808395, 0.04891118407249451, -0.040858637541532516, 0.040536634624004364, -0.08139795809984207, 0.01953764818608761, 0.07796955108642578, -0.00393175333738327, 0.044510629028081894, 0.13247017562389374, 0.07119236141443253, 0.0266332495957613, -0.10196643322706223, -0.005958943627774715, -0.013368107378482819, 0.025344105437397957, -0.04391307383775711, -0.06940431892871857, 0.016709299758076668, 0.05546245723962784, 0.10243852436542511, 0.03567919135093689, 0.02628430165350437, -0.030654607340693474, 0.005381732247769833, 0.03092564456164837, 0.038683824241161346, 0.000640424492303282, 0.01295385230332613, 0.01692582294344902, -0.07920271903276443, 0.02809804305434227, 0.0879100039601326, 0.0010481603676453233, -0.027987854555249214, -0.034223660826683044, -0.0018063128227367997, -0.05547025799751282, 0.01704278402030468, -0.05224761739373207, 0.03575533628463745, -0.019463928416371346, 0.05452902987599373, 0.004771709442138672, -0.031223861500620842, -0.04503180459141731, -0.03578529879450798, -0.011676373891532421, -0.016657624393701553, -0.010234640911221504, -0.017011823132634163, -0.1139720007777214, 0.0061925980262458324, 0.03442785143852234, 0.012578854337334633, -3.558085116062766e-33, 0.057094354182481766, -0.01811540313065052, -0.07705818116664886, -0.010498588904738426, 0.07453111559152603, -0.03092689998447895, -0.0632023811340332, 0.15239103138446808, 0.011908897198736668, -0.03077758103609085, 0.04837508872151375, -0.0077597759664058685, 0.1690610647201538, -0.024607930332422256, 0.01005746703594923, 0.004506703466176987, 0.002582571003586054, -0.062217582017183304, 0.014008667320013046, 0.036362845450639725, 0.0012964381603524089, 0.014341702684760094, -0.06671378761529922, -0.02710769698023796, 0.01927271857857704, 0.031288035213947296, 0.04621732980012894, 0.024668868631124496, -0.06699058413505554, -0.0005115996464155614, 0.005248586181551218, -0.07142122834920883, 0.028640141710639, 0.00890374556183815, -0.02428365871310234, 0.047142159193754196, 0.04620366543531418, -0.09191539138555527, -0.012276644818484783, -0.018897615373134613, 0.033051833510398865, -0.03686150163412094, -0.034283388406038284, 0.07821361720561981, -0.03281338885426521, 0.03117082454264164, 0.029823461547493935, 0.06623786687850952, 0.046764813363552094, -0.06478491425514221, -0.03994296118617058, -0.0013638446107506752, -0.10568466782569885, -0.048263490200042725, -0.07701031863689423, 0.008872640319168568, -0.020142128691077232, -0.02081804908812046, 0.07295481860637665, 0.0652419775724411, -0.009333313442766666, -0.03769119083881378, 0.06633365154266357, -0.04802747070789337, 0.00036785739939659834, -0.0022720112465322018, -0.04681217297911644, 0.07758548110723495, -0.052978284657001495, 0.05006011947989464, 0.010933482088148594, -0.04881874471902847, -0.1589232087135315, 0.064009889960289, 0.011965952813625336, -0.06770171225070953, 0.052635226398706436, 0.05705949291586876, -0.008721943013370037, 0.045599717646837234, 0.012877153232693672, -0.06935293227434158, -0.0027434276416897774, 0.008098816499114037, 0.10169684141874313, 0.08059357851743698, 0.0835254117846489, -0.0711197555065155, -0.00524427043274045, 0.008052865974605083, -0.0023785680532455444, -0.029686087742447853, 0.008850155398249626, -0.0034945865627378225, -0.04384810850024223, -4.93793450573321e-08, -0.008027533069252968, -0.024588724598288536, -0.020301474258303642, -0.05988597124814987, -0.0004342989413999021, -0.03189879283308983, -0.02796165645122528, 0.09731046855449677, -0.02455112896859646, 0.0444943793118, 0.01946837268769741, -0.025029256939888, 0.0811881572008133, 0.023114316165447235, -0.03333907946944237, 0.029419098049402237, -0.0012474383693188429, 0.05036040395498276, 0.0004912100848741829, 0.025335941463708878, 0.024927202612161636, -0.07158704847097397, 0.13258923590183258, -0.02603326551616192, 0.027016744017601013, 0.002784471958875656, -0.004929909948259592, 0.061620138585567474, 0.009441236965358257, -0.053634464740753174, 0.009991869330406189, 0.06465160101652145, -0.0004715018440037966, 0.024206554517149925, -0.03960731625556946, -0.030194180086255074, 0.07639853656291962, 0.013110045343637466, -0.08341275155544281, 0.05076980218291283, 0.03067375160753727, 0.03036234714090824, -0.04823265224695206, 0.0377061627805233, 0.09604176878929138, 0.015547778457403183, 0.039841119199991226, -0.07899733632802963, 0.03763631358742714, -0.03169914707541466, 0.0213466826826334, 0.04219606891274452, -0.004762896802276373, 0.10149112343788147, 0.07242056727409363, -0.017354954034090042, -0.07955216616392136, -0.01705346442759037, -0.010151985101401806, 0.04905519634485245, 0.008119705133140087, -0.08973374217748642, 0.01695510372519493, -0.02025534026324749]"
"28 Years Later (15+, English, 115 min) is a Horror, Thriller, Science Fiction film starring Jodie Comer, Aaron Taylor-Johnson, Alfie Williams. It is currently showing at Dubai Festival City Mall in Standard format. Showtimes and bookings: [['11:10pm'] → ['https://uae.voxcinemas.com/booking/0105-57102']]","[-0.0008628144860267639, -0.05647103860974312, 0.03589659556746483, 0.0697987750172615, 0.03773164004087448, 0.08611519634723663, -0.06874337792396545, -0.002329539507627487, 0.07790295779705048, -0.05757398158311844, 0.020937370136380196, -0.04059964045882225, 0.03142452985048294, 0.023668183013796806, -0.02048538625240326, -0.0036198976449668407, -0.0368913933634758, -0.04032300412654877, 0.044726453721523285, -0.07692953199148178, -0.01891203597187996, 0.03879886120557785, 0.027783745899796486, 0.02609681896865368, -0.036693472415208817, 0.024628354236483574, 0.03061187081038952, -0.024642733857035637, -0.07719725370407104, -0.023144196718931198, 0.08960048854351044, 0.0476088710129261, -0.032860565930604935, -0.026173030957579613, 0.008552133105695248, -0.0036329396534711123, -0.0004382318875286728, -0.04871475696563721, -0.011440504342317581, -0.0008594841929152608, 0.04574808478355408, -0.12834255397319794, -0.028170164674520493, -0.02613086998462677, -0.027920378372073174, -0.0904202088713646, 0.050420377403497696, -0.046710796654224396, 0.03608519211411476, -0.007980541326105595, -0.07461591809988022, -0.04290309175848961, -0.035475268959999084, -0.11460990458726883, 0.011211500503122807, -0.004221538081765175, 0.022584347054362297, -0.03856675326824188, 0.023717887699604034, -0.0004311412340030074, 0.05937614664435387, -0.07797825336456299, -0.019546376541256905, -0.023324327543377876, -0.014408686198294163, -0.11404691636562347, 0.08573976904153824, -0.03119109384715557, 0.05186322703957558, -0.05027217045426369, -0.026765111833810806, 0.033600833266973495, 0.0086857033893466, -0.027323950082063675, 0.017807291820645332, -0.03795390948653221, 0.02816937305033207, -0.017980841919779778, 0.029802244156599045, -0.09234175831079483, 0.03813175857067108, -0.12619829177856445, 0.0416254885494709, -0.06543134897947311, 0.03439171612262726, -0.03899494558572769, 0.06193944066762924, 0.06761517375707626, -0.016881996765732765, -0.005608512554317713, -0.12027975916862488, -0.025805987417697906, -0.1217900961637497, 0.05059466511011124, 0.01032398734241724, -0.07593129575252533, -0.05647958070039749, 0.009925762191414833, -0.02961684577167034, 0.09919120371341705, -0.07881506532430649, 0.03963267430663109, 0.04597204551100731, 0.024850809946656227, 0.03509677201509476, -0.04157936945557594, 0.0704137459397316, 0.05081309378147125, -0.07972700148820877, -0.010350951924920082, 0.00042737467447295785, -0.0008929612813517451, 0.0633612871170044, -0.03586289659142494, 0.09327904134988785, 0.031185870990157127, -0.004984199069440365, -0.021191846579313278, 0.005713337566703558, 0.024260718375444412, 0.10788147896528244, 0.0321119949221611, 0.030810929834842682, 0.01711347885429859, -0.03079315461218357, -0.013014040887355804, 0.0033767789136618376, 1.4457936748286069e-33, -0.026986755430698395, -0.03425975143909454, -0.0004907804541289806, 0.022150713950395584, 0.004666182678192854, 0.018144777044653893, 0.013030385598540306, 0.1288057565689087, -0.04701501503586769, -0.04992072656750679, -0.034664884209632874, -0.1261444240808487, 0.013657603412866592, -0.06178257614374161, 0.02257601171731949, 0.02752366103231907, 0.017356816679239273, -0.036099035292863846, 0.1014065369963646, -0.026337765157222748, -0.030851611867547035, -0.0017216805135831237, -0.04989440739154816, 0.043284885585308075, 0.008809242397546768, -0.06678830087184906, 0.05105233192443848, 0.004022704903036356, 0.0704602524638176, 0.000712155073415488, -0.03231952711939812, -0.01214804220944643, 0.026101741939783096, -0.037519421428442, 0.07097889482975006, -0.03693702816963196, -0.09362757951021194, -0.04214610531926155, -0.011897142976522446, 0.011809899471700191, -0.0556153766810894, 0.05228939279913902, -0.020976228639483452, 0.03453740477561951, -0.08575958013534546, 0.03425254300236702, 0.09475577622652054, 0.004638584330677986, 0.06028011813759804, 0.12655043601989746, 0.07275312393903732, 0.009360392577946186, -0.08619582653045654, -0.033350035548210144, -0.014298465102910995, 0.024370351806282997, -0.049177512526512146, -0.05889831483364105, 0.027680926024913788, 0.05800585821270943, 0.11019687354564667, 0.04712777957320213, 0.003976581618189812, -0.03405500575900078, 0.008803715929389, 0.042253121733665466, 0.04624955728650093, 0.007923352532088757, 0.0021344847045838833, 0.002997889183461666, -0.08203514665365219, 0.026832545176148415, 0.086642324924469, 0.01456307340413332, -0.013962828554213047, -0.014834142290055752, 0.0016814939444884658, -0.05946088954806328, 0.027777038514614105, -0.06406541913747787, 0.03744657337665558, -0.0360417515039444, 0.062291763722896576, 0.01465668249875307, -0.04114943742752075, -0.04576573893427849, -0.050484925508499146, 0.005297964438796043, 0.00023793186119291931, -0.013036220334470272, 0.004041115753352642, -0.11479514092206955, 0.004148982465267181, 0.029218390583992004, 0.012324744835495949, -3.375760799462444e-33, 0.04987097904086113, -0.009858503006398678, -0.06407585740089417, 0.0010308808414265513, 0.0822310596704483, -0.03675101324915886, -0.0750756487250328, 0.15236127376556396, 0.027146626263856888, -0.03568270802497864, 0.046947065740823746, 0.0057296790182590485, 0.15069514513015747, -0.04579467326402664, 0.034980323165655136, 0.019496122375130653, -0.023625606670975685, -0.06435807794332504, 0.00397490244358778, 0.015956314280629158, -0.007570100016891956, 0.03836321830749512, -0.04625297710299492, -0.03345507010817528, 0.007810112088918686, 0.031134288758039474, 0.044840436428785324, 0.020081868395209312, -0.05934650078415871, 0.015725592151284218, -0.0032393813598901033, -0.07325361669063568, 0.027973221614956856, 0.021006474271416664, -0.03143816068768501, 0.03611072152853012, 0.03669965639710426, -0.0879703164100647, 0.012557328678667545, -0.014029625803232193, 0.03550510108470917, -0.027246695011854172, -0.02365776337683201, 0.053324081003665924, -0.015516240149736404, 0.04875494912266731, 0.03881707414984703, 0.056706421077251434, 0.053635817021131516, -0.08837363868951797, -0.060905903577804565, 0.008670607581734657, -0.09786822646856308, -0.06558588147163391, -0.07453062385320663, 0.006779603194445372, -0.016622398048639297, -0.01762133464217186, 0.07003166526556015, 0.05866984650492668, -0.01322211604565382, -0.04172976315021515, 0.09127283096313477, -0.0440184623003006, -0.01353062316775322, -0.02292853593826294, -0.06871001422405243, 0.0736641213297844, -0.05402613803744316, 0.05717471241950989, 0.0046453760005533695, -0.034389544278383255, -0.18487907946109772, 0.05787010118365288, -0.005770202726125717, -0.060434602200984955, 0.04080995172262192, 0.05293737351894379, -0.015799107030034065, 0.03271835297346115, 0.011447856202721596, -0.047264400869607925, -0.004916002973914146, 0.007062940392643213, 0.10332493484020233, 0.07587631046772003, 0.054960932582616806, -0.07206854224205017, -0.0012136435834690928, 0.0039037049282342196, 0.006520335096865892, -0.02499728836119175, 0.00708142202347517, -0.0055344305001199245, -0.06627131998538971, -4.711098000598213e-08, -0.014726907946169376, -0.0070408605970442295, 0.0032498142682015896, -0.06465485692024231, 0.01413697749376297, -0.013236502185463905, -0.01683538593351841, 0.11049623042345047, -0.0008534037624485791, 0.03618934005498886, 0.007172768469899893, -0.03227762505412102, 0.07402154058218002, 0.026548780500888824, -0.05352329462766647, 0.022154787555336952, -0.005132913123816252, 0.050425224006175995, -0.003134984290227294, 0.003968586213886738, 0.035222455859184265, -0.06520193070173264, 0.13471119105815887, -0.009828900918364525, 0.032125964760780334, -0.013441034592688084, -0.007367218378931284, 0.06828898191452026, 0.007852218113839626, -0.05571700260043144, 0.004800877068191767, 0.05828717350959778, -0.011387092061340809, 0.013775361701846123, -0.030357053503394127, -0.03645162656903267, 0.06958924978971481, 0.0064256517216563225, -0.08831311017274857, 0.05238604173064232, 0.03507167473435402, 0.021025748923420906, -0.049652282148599625, 0.03928443789482117, 0.11606129258871078, 0.022464551031589508, 0.04874525964260101, -0.08400800079107285, 0.038088664412498474, -0.026825416833162308, 0.02634766697883606, 0.029833229258656502, -0.020588640123605728, 0.09071937948465347, 0.05844657123088837, -0.043212298303842545, -0.09593978524208069, -0.015423234552145004, -0.002065892331302166, 0.03634257987141609, 0.02463916875422001, -0.09215664863586426, 0.03815608099102974, -0.017471149563789368]"
