movieid,moviename,rating,languages,duration,genres,cast,cinema,format,showtime,booking_link
1001,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",City Centre Al Zahia,Standard,['3:30pm'],['https://uae.voxcinemas.com/booking/0055-153087']
1002,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",City Centre Mirdif,Standard,['5:45pm'],['https://uae.voxcinemas.com/booking/0005-556015']
1003,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",Dubai Festival City Mall,Standard,['11:10pm'],['https://uae.voxcinemas.com/booking/0105-57102']
1004,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",Mall of the Emirates,Premier,"['4:25pm', '9:40pm']","['https://uae.voxcinemas.com/booking/0002-561746', 'https://uae.voxcinemas.com/booking/0002-561748']"
1005,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",The Galleria Al Maryah Island,Standard,['3:05pm'],['https://uae.voxcinemas.com/booking/0046-243923']
1006,28 Years Later,15+,English,115 min,"Horror, Thriller, Science Fiction","Jodie Comer, Aaron Taylor-Johnson, Alfie Williams",Yas Mall - Abu Dhabi,Standard,['5:40pm'],['https://uae.voxcinemas.com/booking/0012-486990']
1007,40 Acres,15+,English,110 min,"Drama, Science Fiction, Thriller","Danielle Deadwyler, Kataem O'Connor, Michael Greyeyes",The Galleria Al Maryah Island,Standard,"['9:30pm', '12:50am']","['https://uae.voxcinemas.com/booking/0046-244145', 'https://uae.voxcinemas.com/booking/0046-244770']"
1008,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",City Centre Mirdif,Standard,['8:45pm'],['https://uae.voxcinemas.com/booking/0005-555814']
1009,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",Dubai Festival City Mall,Standard,['5:20pm'],['https://uae.voxcinemas.com/booking/0105-57101']
1010,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",Mall of the Emirates,Premier,['7:00pm'],['https://uae.voxcinemas.com/booking/0002-561747']
1011,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",Nakheel Mall,Standard,['8:00pm'],['https://uae.voxcinemas.com/booking/0049-171159']
1012,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",The Galleria Al Maryah Island,Standard,"['7:55pm', '10:35pm']","['https://uae.voxcinemas.com/booking/0046-243883', 'https://uae.voxcinemas.com/booking/0046-243884']"
1013,Ballerina,15+,English,125 min,"Action, Thriller, Crime","Ana de Armas, Keanu Reeves, Ian McShane",Yas Mall - Abu Dhabi,Standard,['3:00pm'],['https://uae.voxcinemas.com/booking/0012-486988']
1014,Bride Hard,18+,English,110 min,"Action, Comedy","Rebel Wilson, Anna Camp, Anna Chlumsky",The Galleria Al Maryah Island,Standard,['5:35pm'],['https://uae.voxcinemas.com/booking/0046-243924']
1015,Dangerous Animals,15+,English,100 min,"Horror, Thriller","Hassie Harrison, Jai Courtney, Josh Heuston",Wafi Mall at Wafi City,Standard,"['4:45pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0057-114177', 'https://uae.voxcinemas.com/booking/0057-114406']"
1016,Detective Conan: One Eyed Flashback,PG,Japanese,110 min,"Animation, Action, Mystery, Crime","Minami Takayama, Wakana Yamazaki, 来看淫民性交片网：448𝟖𝟰𝟲𝟿.com  看淫民性交片网：448𝟖𝟰𝟲𝟿.com",City Centre Al Zahia,Standard,['6:00pm'],['https://uae.voxcinemas.com/booking/0055-153088']
1017,Detective Conan: One Eyed Flashback,PG,Japanese,110 min,"Animation, Action, Mystery, Crime","Minami Takayama, Wakana Yamazaki, 来看淫民性交片网：448𝟖𝟰𝟲𝟿.com  看淫民性交片网：448𝟖𝟰𝟲𝟿.com",City Centre Fujairah,Standard,['3:50pm'],['https://uae.voxcinemas.com/booking/0006-294066']
1018,Detective Conan: One Eyed Flashback,PG,Japanese,110 min,"Animation, Action, Mystery, Crime","Minami Takayama, Wakana Yamazaki, 来看淫民性交片网：448𝟖𝟰𝟲𝟿.com  看淫民性交片网：448𝟖𝟰𝟲𝟿.com",City Centre Mirdif,Standard,['3:25pm'],['https://uae.voxcinemas.com/booking/0005-556014']
1019,Detective Conan: One Eyed Flashback,PG,Japanese,110 min,"Animation, Action, Mystery, Crime","Minami Takayama, Wakana Yamazaki, 来看淫民性交片网：448𝟖𝟰𝟲𝟿.com  看淫民性交片网：448𝟖𝟰𝟲𝟿.com",The Galleria Al Maryah Island,Standard,['4:00pm'],['https://uae.voxcinemas.com/booking/0046-244143']
1020,Dheeran,PG15,Malayalam,145 min,Drama,"Unni Mary, Ratheesh, Bheeman Raghu",City Centre Deira,Standard,['11:59pm'],['https://uae.voxcinemas.com/booking/0001-605762']
1021,Dheeran,PG15,Malayalam,145 min,Drama,"Unni Mary, Ratheesh, Bheeman Raghu",City Centre Shindagha,Standard,['3:00pm'],['https://uae.voxcinemas.com/booking/0017-141905']
1022,Ekka,PG13,Kannada,160 min,"Drama, Comedy","Malhar Thakar, Yash Soni, Mitra Gadhvi",Burjuman,Standard,['10:40pm'],['https://uae.voxcinemas.com/booking/0013-275177']
1023,Ekka,PG13,Kannada,160 min,"Drama, Comedy","Malhar Thakar, Yash Soni, Mitra Gadhvi",City Centre Shindagha,Standard,"['2:45pm', '4:45pm']","['https://uae.voxcinemas.com/booking/0017-141906', 'https://uae.voxcinemas.com/booking/0017-141720']"
1024,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",City Centre Mirdif,Kids,['6:30pm'],['https://uae.voxcinemas.com/booking/0005-555842']
1025,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",Dubai Festival City Mall,Standard,"['2:30pm', '4:45pm']","['https://uae.voxcinemas.com/booking/0105-57134', 'https://uae.voxcinemas.com/booking/0105-57135']"
1026,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",Mall of the Emirates,Kids,"['2:20pm', '4:40pm', '7:00pm', '9:20pm']","['https://uae.voxcinemas.com/booking/0002-561822', 'https://uae.voxcinemas.com/booking/0002-561823', 'https://uae.voxcinemas.com/booking/0002-561824', 'https://uae.voxcinemas.com/booking/0002-561825']"
1027,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",Nakheel Mall,Standard,['5:45pm'],['https://uae.voxcinemas.com/booking/0049-171158']
1028,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",The Galleria Al Maryah Island,Kids,"['2:45pm', '7:25pm']","['https://uae.voxcinemas.com/booking/0046-243730', 'https://uae.voxcinemas.com/booking/0046-243732']"
1029,Elio,PG,English,100 min,"Animation, Family, Comedy, Adventure, Science Fiction","Yonas Kibreab, Zoe Saldaña, Remy Edgerly",Yas Mall - Abu Dhabi,Kids,['3:40pm'],['https://uae.voxcinemas.com/booking/0012-487121']
1030,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Abu Dhabi Mall - Abu Dhabi,Standard,['7:30pm'],['https://uae.voxcinemas.com/booking/0036-82348']
1031,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Al Hamra Mall - Ras Al Khaimah,GOLD,['5:45pm'],['https://uae.voxcinemas.com/booking/0009-193646']
1032,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Al Hamra Mall - Ras Al Khaimah,Standard,"['3:50pm', '7:00pm', '8:10pm', '10:10pm']","['https://uae.voxcinemas.com/booking/0009-193434', 'https://uae.voxcinemas.com/booking/0009-193435', 'https://uae.voxcinemas.com/booking/0009-193615', 'https://uae.voxcinemas.com/booking/0009-193436']"
1033,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Al Jimi Mall,Standard,"['3:45pm', '8:15pm', '10:00pm']","['https://uae.voxcinemas.com/booking/0039-117710', 'https://uae.voxcinemas.com/booking/0039-117746', 'https://uae.voxcinemas.com/booking/0039-117712']"
1034,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Al Jimi Mall,THEATRE,"['2:30pm', '10:45pm']","['https://uae.voxcinemas.com/booking/0039-117817', 'https://uae.voxcinemas.com/booking/0039-117946']"
1035,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Burjuman,Standard,"['4:20pm', '7:30pm', '10:40pm']","['https://uae.voxcinemas.com/booking/0013-275272', 'https://uae.voxcinemas.com/booking/0013-275273', 'https://uae.voxcinemas.com/booking/0013-275274']"
1036,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Ajman,Standard,['10:45pm'],['https://uae.voxcinemas.com/booking/0004-282281']
1037,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Al Zahia,GOLD,"['5:20pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0055-153250', 'https://uae.voxcinemas.com/booking/0055-153322']"
1038,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Al Zahia,MAX,['9:10pm'],['https://uae.voxcinemas.com/booking/0055-153393']
1039,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Al Zahia,Standard,"['4:55pm', '6:50pm']","['https://uae.voxcinemas.com/booking/0055-152876', 'https://uae.voxcinemas.com/booking/0055-152934']"
1040,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Deira,Standard,"['3:40pm', '4:40pm', '7:50pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0001-605728', 'https://uae.voxcinemas.com/booking/0001-604991', 'https://uae.voxcinemas.com/booking/0001-604992', 'https://uae.voxcinemas.com/booking/0001-604993']"
1041,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Fujairah,Standard,"['2:10pm', '5:20pm', '7:05pm', '8:30pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0006-294200', 'https://uae.voxcinemas.com/booking/0006-294201', 'https://uae.voxcinemas.com/booking/0006-294170', 'https://uae.voxcinemas.com/booking/0006-294202', 'https://uae.voxcinemas.com/booking/0006-294203']"
1042,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Mirdif,4DX,"['5:15pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0005-555699', 'https://uae.voxcinemas.com/booking/0005-555701']"
1043,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Mirdif,MAX,['11:30pm'],['https://uae.voxcinemas.com/booking/0005-555670']
1044,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Mirdif,Standard,"['4:20pm', '7:30pm', '8:35pm', '10:45pm']","['https://uae.voxcinemas.com/booking/0005-555779', 'https://uae.voxcinemas.com/booking/0005-555780', 'https://uae.voxcinemas.com/booking/0005-555755', 'https://uae.voxcinemas.com/booking/0005-555781']"
1045,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Mirdif,THEATRE,"['3:20pm', '7:00pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0005-556171', 'https://uae.voxcinemas.com/booking/0005-556172', 'https://uae.voxcinemas.com/booking/0005-556173']"
1046,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",City Centre Sharjah,Premium,"['7:20pm', '10:30pm']","['https://uae.voxcinemas.com/booking/0035-155881', 'https://uae.voxcinemas.com/booking/0035-155882']"
1047,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Dubai Festival City Mall,GOLD,"['2:40pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0105-57281', 'https://uae.voxcinemas.com/booking/0105-57276']"
1048,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Dubai Festival City Mall,Standard,"['3:30pm', '4:05pm', '6:45pm', '7:20pm', '10:00pm', '10:35pm']","['https://uae.voxcinemas.com/booking/0105-56770', 'https://uae.voxcinemas.com/booking/0105-56891', 'https://uae.voxcinemas.com/booking/0105-56771', 'https://uae.voxcinemas.com/booking/0105-56892', 'https://uae.voxcinemas.com/booking/0105-56772', 'https://uae.voxcinemas.com/booking/0105-56893']"
1049,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Mall of the Emirates,4DX,['7:20pm'],['https://uae.voxcinemas.com/booking/0002-561520']
1050,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Mall of the Emirates,Premier,"['2:10pm', '5:25pm', '5:45pm', '6:45pm', '8:40pm', '9:00pm', '10:00pm', '11:30pm', '12:00am']","['https://uae.voxcinemas.com/booking/0002-561548', 'https://uae.voxcinemas.com/booking/0002-561549', 'https://uae.voxcinemas.com/booking/0002-561641', 'https://uae.voxcinemas.com/booking/0002-561712', 'https://uae.voxcinemas.com/booking/0002-561550', 'https://uae.voxcinemas.com/booking/0002-561642', 'https://uae.voxcinemas.com/booking/0002-561713', 'https://uae.voxcinemas.com/booking/0002-561613', 'https://uae.voxcinemas.com/booking/0002-561551']"
1051,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Mall of the Emirates,THEATRE,"['4:00pm', '7:45pm', '10:00pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0002-562702', 'https://uae.voxcinemas.com/booking/0002-562699', 'https://uae.voxcinemas.com/booking/0002-562455', 'https://uae.voxcinemas.com/booking/0002-562700']"
1052,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Mercato,Standard,"['4:30pm', '7:45pm', '10:00pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0007-183288', 'https://uae.voxcinemas.com/booking/0007-183289', 'https://uae.voxcinemas.com/booking/0007-183385', 'https://uae.voxcinemas.com/booking/0007-183290']"
1053,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Nakheel Mall,Standard,"['4:15pm', '4:30pm', '7:45pm', '10:15pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0049-170949', 'https://uae.voxcinemas.com/booking/0049-171218', 'https://uae.voxcinemas.com/booking/0049-171219', 'https://uae.voxcinemas.com/booking/0049-170951', 'https://uae.voxcinemas.com/booking/0049-171220']"
1054,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Nakheel Mall,THEATRE,"['7:50pm', '9:10pm', '10:00pm']","['https://uae.voxcinemas.com/booking/0049-171497', 'https://uae.voxcinemas.com/booking/0049-171494', 'https://uae.voxcinemas.com/booking/0049-171490']"
1055,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Nation Towers - Abu Dhabi,GOLD,"['2:45pm', '7:00pm']","['https://uae.voxcinemas.com/booking/0014-212964', 'https://uae.voxcinemas.com/booking/0014-212773']"
1056,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Nation Towers - Abu Dhabi,Standard,"['4:00pm', '7:15pm', '10:30pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0014-212577', 'https://uae.voxcinemas.com/booking/0014-212578', 'https://uae.voxcinemas.com/booking/0014-212579', 'https://uae.voxcinemas.com/booking/0014-212545']"
1057,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Reem Mall - Abu Dhabi,"Private Cinema     i
This session can be customized after you book (content, F&B, timing)",['6:45pm'],['https://uae.voxcinemas.com/booking/0104-34588']
1058,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Reem Mall - Abu Dhabi,Standard,"['3:15pm', '7:15pm', '9:35pm']","['https://uae.voxcinemas.com/booking/0104-34527', 'https://uae.voxcinemas.com/booking/0104-34500', 'https://uae.voxcinemas.com/booking/0104-34529']"
1059,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",The Galleria Al Maryah Island,Standard,"['3:20pm', '6:30pm', '7:15pm', '9:40pm', '10:25pm', '12:50am', '1:35am']","['https://uae.voxcinemas.com/booking/0046-244019', 'https://uae.voxcinemas.com/booking/0046-244020', 'https://uae.voxcinemas.com/booking/0046-243809', 'https://uae.voxcinemas.com/booking/0046-244021', 'https://uae.voxcinemas.com/booking/0046-243810', 'https://uae.voxcinemas.com/booking/0046-244496', 'https://uae.voxcinemas.com/booking/0046-244525']"
1060,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",The Galleria Al Maryah Island,THEATRE,"['4:45pm', '6:00pm']","['https://uae.voxcinemas.com/booking/0046-244902', 'https://uae.voxcinemas.com/booking/0046-244431']"
1061,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Wafi Mall at Wafi City,MAX,['10:00pm'],['https://uae.voxcinemas.com/booking/0057-114215']
1062,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Wafi Mall at Wafi City,SAMSUNG ONYX,['6:30pm'],['https://uae.voxcinemas.com/booking/0057-114433']
1063,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Wafi Mall at Wafi City,Standard,"['2:15pm', '5:20pm', '8:30pm']","['https://uae.voxcinemas.com/booking/0057-114114', 'https://uae.voxcinemas.com/booking/0057-114115', 'https://uae.voxcinemas.com/booking/0057-114116']"
1064,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Wafi Mall at Wafi City,THEATRE,"['4:00pm', '9:30pm']","['https://uae.voxcinemas.com/booking/0057-114428', 'https://uae.voxcinemas.com/booking/0057-114431']"
1065,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Yas Mall - Abu Dhabi,Standard,"['4:00pm', '5:30pm', '7:10pm', '10:30pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0012-487598', 'https://uae.voxcinemas.com/booking/0012-487593', 'https://uae.voxcinemas.com/booking/0012-487599', 'https://uae.voxcinemas.com/booking/0012-487600', 'https://uae.voxcinemas.com/booking/0012-487595']"
1066,F1,PG15,English,155 min,"Action, Drama","Brad Pitt, Damson Idris, Javier Bardem",Yas Mall - Abu Dhabi,THEATRE,"['2:30pm', '7:10pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0012-487913', 'https://uae.voxcinemas.com/booking/0012-487850', 'https://uae.voxcinemas.com/booking/0012-487914']"
1067,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Al Hamra Mall - Ras Al Khaimah,Standard,['5:30pm'],['https://uae.voxcinemas.com/booking/0009-193614']
1068,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Burjuman,Premium,['6:20pm'],['https://uae.voxcinemas.com/booking/0013-275469']
1069,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Ajman,Kids,['5:15pm'],['https://uae.voxcinemas.com/booking/0004-282121']
1070,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Al Zahia,Standard,"['2:10pm', '4:50pm', '7:30pm']","['https://uae.voxcinemas.com/booking/0055-153044', 'https://uae.voxcinemas.com/booking/0055-153045', 'https://uae.voxcinemas.com/booking/0055-153046']"
1071,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Deira,Standard,['3:20pm'],['https://uae.voxcinemas.com/booking/0001-605758']
1072,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Fujairah,Premium,['2:20pm'],['https://uae.voxcinemas.com/booking/0006-294247']
1073,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Mirdif,Kids,['11:20pm'],['https://uae.voxcinemas.com/booking/0005-555844']
1074,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",City Centre Mirdif,Standard,"['2:10pm', '4:50pm', '7:30pm']","['https://uae.voxcinemas.com/booking/0005-555906', 'https://uae.voxcinemas.com/booking/0005-555907', 'https://uae.voxcinemas.com/booking/0005-555908']"
1075,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Dubai Festival City Mall,Standard,"['5:50pm', '8:30pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0105-57212', 'https://uae.voxcinemas.com/booking/0105-57213', 'https://uae.voxcinemas.com/booking/0105-57214']"
1076,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Mall of the Emirates,Premier,"['3:00pm', '5:45pm', '8:25pm']","['https://uae.voxcinemas.com/booking/0002-561640', 'https://uae.voxcinemas.com/booking/0002-561986', 'https://uae.voxcinemas.com/booking/0002-561987']"
1077,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Nakheel Mall,Kids,['11:00pm'],['https://uae.voxcinemas.com/booking/0049-171061']
1078,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Nakheel Mall,Standard,"['4:40pm', '7:20pm']","['https://uae.voxcinemas.com/booking/0049-171094', 'https://uae.voxcinemas.com/booking/0049-171095']"
1079,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Reem Mall - Abu Dhabi,Kids,['2:45pm'],['https://uae.voxcinemas.com/booking/0104-34362']
1080,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",The Galleria Al Maryah Island,Standard,"['4:05pm', '5:15pm']","['https://uae.voxcinemas.com/booking/0046-243843', 'https://uae.voxcinemas.com/booking/0046-243882']"
1081,How to Train Your Dragon,PG13,English,125 min,"Fantasy, Family, Action","Mason Thames, Nico Parker, Gerard Butler",Yas Mall - Abu Dhabi,Kids,"['2:50pm', '5:30pm', '8:15pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0012-487207', 'https://uae.voxcinemas.com/booking/0012-487208', 'https://uae.voxcinemas.com/booking/0012-487209', 'https://uae.voxcinemas.com/booking/0012-487210']"
1082,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Abu Dhabi Mall - Abu Dhabi,Standard,"['6:05pm', '9:05pm']","['https://uae.voxcinemas.com/booking/0036-82413', 'https://uae.voxcinemas.com/booking/0036-82379']"
1083,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Al Hamra Mall - Ras Al Khaimah,Standard,"['6:45pm', '9:25pm', '11:20pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0009-193541', 'https://uae.voxcinemas.com/booking/0009-193702', 'https://uae.voxcinemas.com/booking/0009-193543', 'https://uae.voxcinemas.com/booking/0009-193703']"
1084,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Al Jimi Mall,Standard,"['8:45pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0039-117631', 'https://uae.voxcinemas.com/booking/0039-117632']"
1085,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Al Jimi Mall,THEATRE,"['7:45pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0039-117943', 'https://uae.voxcinemas.com/booking/0039-117852']"
1086,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Burjuman,Premium,"['9:00pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0013-275470', 'https://uae.voxcinemas.com/booking/0013-275471']"
1087,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Ajman,Standard,"['6:30pm', '9:00pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0004-282086', 'https://uae.voxcinemas.com/booking/0004-282087', 'https://uae.voxcinemas.com/booking/0004-282088']"
1088,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Al Zahia,GOLD,"['6:30pm', '12:15am']","['https://uae.voxcinemas.com/booking/0055-153320', 'https://uae.voxcinemas.com/booking/0055-153252']"
1089,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Al Zahia,Standard,"['2:35pm', '3:35pm', '6:00pm', '7:20pm', '8:25pm', '10:50pm', '12:05am']","['https://uae.voxcinemas.com/booking/0055-153394', 'https://uae.voxcinemas.com/booking/0055-152971', 'https://uae.voxcinemas.com/booking/0055-152972', 'https://uae.voxcinemas.com/booking/0055-153396', 'https://uae.voxcinemas.com/booking/0055-152973', 'https://uae.voxcinemas.com/booking/0055-152974', 'https://uae.voxcinemas.com/booking/0055-153398']"
1090,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Deira,Standard,"['9:15pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0001-605717', 'https://uae.voxcinemas.com/booking/0001-605748']"
1091,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Fujairah,Standard,"['2:10pm', '4:35pm', '7:00pm', '9:25pm', '11:00pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0006-294030', 'https://uae.voxcinemas.com/booking/0006-294031', 'https://uae.voxcinemas.com/booking/0006-294032', 'https://uae.voxcinemas.com/booking/0006-294033', 'https://uae.voxcinemas.com/booking/0006-294140', 'https://uae.voxcinemas.com/booking/0006-294034']"
