movieid,moviename,rating,languages,duration,genres,cast,cinema,format,showtime,booking_link
1092,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Mirdif,Standard,"['3:15pm', '4:30pm', '7:00pm', '9:30pm', '12:00am']","['https://uae.voxcinemas.com/booking/0005-555753', 'https://uae.voxcinemas.com/booking/0005-555939', 'https://uae.voxcinemas.com/booking/0005-555940', 'https://uae.voxcinemas.com/booking/0005-555941', 'https://uae.voxcinemas.com/booking/0005-555942']"
1093,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",City Centre Mirdif,THEATRE,"['6:20pm', '9:05pm', '12:00am']","['https://uae.voxcinemas.com/booking/0005-556414', 'https://uae.voxcinemas.com/booking/0005-556177', 'https://uae.voxcinemas.com/booking/0005-556310']"
1094,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Dubai Festival City Mall,GOLD,"['6:00pm', '8:45pm']","['https://uae.voxcinemas.com/booking/0105-57282', 'https://uae.voxcinemas.com/booking/0105-57283']"
1095,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Dubai Festival City Mall,Standard,"['4:00pm', '6:30pm', '9:00pm', '11:15pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0105-56699', 'https://uae.voxcinemas.com/booking/0105-56700', 'https://uae.voxcinemas.com/booking/0105-56701', 'https://uae.voxcinemas.com/booking/0105-56929', 'https://uae.voxcinemas.com/booking/0105-56702']"
1096,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",MEGAPLEX(Cineplex Grand Hyatt),Standard,['9:10pm'],['https://uae.voxcinemas.com/booking/0015-230668']
1097,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Mall of the Emirates,Premier,"['3:15pm', '5:45pm', '8:15pm', '9:45pm', '10:45pm', '12:15am']","['https://uae.voxcinemas.com/booking/0002-562153', 'https://uae.voxcinemas.com/booking/0002-562154', 'https://uae.voxcinemas.com/booking/0002-562155', 'https://uae.voxcinemas.com/booking/0002-562111', 'https://uae.voxcinemas.com/booking/0002-562156', 'https://uae.voxcinemas.com/booking/0002-562112']"
1098,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Mall of the Emirates,THEATRE,['10:45pm'],['https://uae.voxcinemas.com/booking/0002-562463']
1099,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Mercato,Standard,"['4:15pm', '9:00pm', '10:45pm']","['https://uae.voxcinemas.com/booking/0007-183351', 'https://uae.voxcinemas.com/booking/0007-183353', 'https://uae.voxcinemas.com/booking/0007-183185']"
1100,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Nakheel Mall,Standard,"['3:15pm', '5:45pm', '8:15pm', '9:20pm', '10:45pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0049-170980', 'https://uae.voxcinemas.com/booking/0049-170981', 'https://uae.voxcinemas.com/booking/0049-170982', 'https://uae.voxcinemas.com/booking/0049-171543', 'https://uae.voxcinemas.com/booking/0049-170983', 'https://uae.voxcinemas.com/booking/0049-171544']"
1101,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Nakheel Mall,THEATRE,"['3:00pm', '5:40pm', '8:15pm', '11:05pm']","['https://uae.voxcinemas.com/booking/0049-171483', 'https://uae.voxcinemas.com/booking/0049-171484', 'https://uae.voxcinemas.com/booking/0049-171549', 'https://uae.voxcinemas.com/booking/0049-171498']"
1102,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Nation Towers - Abu Dhabi,GOLD,"['6:00pm', '9:50pm', '10:40pm']","['https://uae.voxcinemas.com/booking/0014-212763', 'https://uae.voxcinemas.com/booking/0014-212778', 'https://uae.voxcinemas.com/booking/0014-212765']"
1103,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Nation Towers - Abu Dhabi,Standard,"['4:00pm', '6:25pm', '8:50pm', '11:45pm', '1:40am']","['https://uae.voxcinemas.com/booking/0014-212440', 'https://uae.voxcinemas.com/booking/0014-212441', 'https://uae.voxcinemas.com/booking/0014-212442', 'https://uae.voxcinemas.com/booking/0014-212443', 'https://uae.voxcinemas.com/booking/0014-212867']"
1104,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Reem Mall - Abu Dhabi,"Private Cinema     i
This session can be customized after you book (content, F&B, timing)",['8:35pm'],['https://uae.voxcinemas.com/booking/0104-34616']
1105,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Reem Mall - Abu Dhabi,Standard,"['7:00pm', '9:30pm', '12:00am']","['https://uae.voxcinemas.com/booking/0104-34402', 'https://uae.voxcinemas.com/booking/0104-34403', 'https://uae.voxcinemas.com/booking/0104-34404']"
1106,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",The Galleria Al Maryah Island,Standard,"['4:15pm', '6:40pm', '8:00pm', '9:05pm', '10:25pm', '11:30pm', '11:55pm', '12:40am', '1:40am', '2:00am']","['https://uae.voxcinemas.com/booking/0046-244186', 'https://uae.voxcinemas.com/booking/0046-244187', 'https://uae.voxcinemas.com/booking/0046-244888', 'https://uae.voxcinemas.com/booking/0046-244188', 'https://uae.voxcinemas.com/booking/0046-244887', 'https://uae.voxcinemas.com/booking/0046-244543', 'https://uae.voxcinemas.com/booking/0046-244146', 'https://uae.voxcinemas.com/booking/0046-244782', 'https://uae.voxcinemas.com/booking/0046-244758', 'https://uae.voxcinemas.com/booking/0046-244837']"
1107,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",The Galleria Al Maryah Island,THEATRE,"['8:30pm', '11:45pm']","['https://uae.voxcinemas.com/booking/0046-244467', 'https://uae.voxcinemas.com/booking/0046-244904']"
1108,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Wafi Mall at Wafi City,GOLD,"['6:00pm', '10:15pm']","['https://uae.voxcinemas.com/booking/0057-114424', 'https://uae.voxcinemas.com/booking/0057-114630']"
1109,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Wafi Mall at Wafi City,Standard,"['7:00pm', '9:25pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0057-114178', 'https://uae.voxcinemas.com/booking/0057-114179', 'https://uae.voxcinemas.com/booking/0057-114180']"
1110,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Yas Mall - Abu Dhabi,Standard,"['2:30pm', '5:00pm', '7:30pm', '10:00pm', '12:30am']","['https://uae.voxcinemas.com/booking/0012-487081', 'https://uae.voxcinemas.com/booking/0012-487082', 'https://uae.voxcinemas.com/booking/0012-487083', 'https://uae.voxcinemas.com/booking/0012-487084', 'https://uae.voxcinemas.com/booking/0012-487085']"
1111,I Know What You Did Last Summer,18+,English,110 min,"Horror, Mystery, Thriller","Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King",Yas Mall - Abu Dhabi,THEATRE,['8:00pm'],['https://uae.voxcinemas.com/booking/0012-487855']
1112,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Abu Dhabi Mall - Abu Dhabi,Standard,"['4:10pm', '10:40pm']","['https://uae.voxcinemas.com/booking/0036-82347', 'https://uae.voxcinemas.com/booking/0036-82349']"
1113,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Burjuman,Premium,"['8:20pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0013-275612', 'https://uae.voxcinemas.com/booking/0013-275613']"
1114,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Burjuman,Standard,['4:50pm'],['https://uae.voxcinemas.com/booking/0013-275614']
1115,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",City Centre Ajman,Standard,"['7:00pm', '10:20pm']","['https://uae.voxcinemas.com/booking/0004-282185', 'https://uae.voxcinemas.com/booking/0004-282396']"
1116,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",City Centre Al Zahia,Standard,"['4:40pm', '8:00pm', '11:20pm']","['https://uae.voxcinemas.com/booking/0055-153010', 'https://uae.voxcinemas.com/booking/0055-153011', 'https://uae.voxcinemas.com/booking/0055-153012']"
1117,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",City Centre Deira,Standard,"['3:40pm', '4:40pm', '7:00pm', '8:00pm', '11:20pm']","['https://uae.voxcinemas.com/booking/0001-605714', 'https://uae.voxcinemas.com/booking/0001-605181', 'https://uae.voxcinemas.com/booking/0001-605715', 'https://uae.voxcinemas.com/booking/0001-605182', 'https://uae.voxcinemas.com/booking/0001-605183']"
1118,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",City Centre Sharjah,Standard,"['3:20pm', '4:40pm', '6:40pm', '8:00pm', '10:00pm', '11:20pm']","['https://uae.voxcinemas.com/booking/0035-155632', 'https://uae.voxcinemas.com/booking/0035-155824', 'https://uae.voxcinemas.com/booking/0035-155633', 'https://uae.voxcinemas.com/booking/0035-155825', 'https://uae.voxcinemas.com/booking/0035-155634', 'https://uae.voxcinemas.com/booking/0035-155826']"
1119,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",City Centre Shindagha,Standard,"['4:50pm', '6:15pm', '8:00pm', '9:45pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0017-141813', 'https://uae.voxcinemas.com/booking/0017-141742', 'https://uae.voxcinemas.com/booking/0017-141910', 'https://uae.voxcinemas.com/booking/0017-141743', 'https://uae.voxcinemas.com/booking/0017-141815']"
1120,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Dubai Festival City Mall,Standard,['6:50pm'],['https://uae.voxcinemas.com/booking/0105-57069']
1121,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['3:00pm', '4:15pm', '6:40pm', '7:40pm', '10:15pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0015-230864', 'https://uae.voxcinemas.com/booking/0015-230654', 'https://uae.voxcinemas.com/booking/0015-230938', 'https://uae.voxcinemas.com/booking/0015-230655', 'https://uae.voxcinemas.com/booking/0015-230897', 'https://uae.voxcinemas.com/booking/0015-230656']"
1122,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Reem Mall - Abu Dhabi,Standard,['7:25pm'],['https://uae.voxcinemas.com/booking/0104-34472']
1123,Janaki V Vs State Of Kerala,PG15,Malayalam,165 min,"Drama, Thriller","Suresh Gopi, Anupama Parameswaran, Shruti Ramachandran",Wafi Mall at Wafi City,Standard,"['3:25pm', '10:00pm']","['https://uae.voxcinemas.com/booking/0057-114621', 'https://uae.voxcinemas.com/booking/0057-114144']"
1124,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Abu Dhabi Mall - Abu Dhabi,MAX,"['5:35pm', '11:10pm']","['https://uae.voxcinemas.com/booking/0036-82273', 'https://uae.voxcinemas.com/booking/0036-82275']"
1125,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Abu Dhabi Mall - Abu Dhabi,Standard,['9:25pm'],['https://uae.voxcinemas.com/booking/0036-82312']
1126,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Al Hamra Mall - Ras Al Khaimah,Standard,"['4:50pm', '7:40pm', '10:30pm', '11:20pm']","['https://uae.voxcinemas.com/booking/0009-193466', 'https://uae.voxcinemas.com/booking/0009-193467', 'https://uae.voxcinemas.com/booking/0009-193468', 'https://uae.voxcinemas.com/booking/0009-193616']"
1127,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Al Jimi Mall,Standard,"['5:15pm', '7:00pm', '11:30pm']","['https://uae.voxcinemas.com/booking/0039-117745', 'https://uae.voxcinemas.com/booking/0039-117711', 'https://uae.voxcinemas.com/booking/0039-117747']"
1128,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Al Jimi Mall,THEATRE,['4:30pm'],['https://uae.voxcinemas.com/booking/0039-117818']
1129,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Burjuman,MAX,"['6:20pm', '11:55pm']","['https://uae.voxcinemas.com/booking/0013-275067', 'https://uae.voxcinemas.com/booking/0013-275069']"
1130,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Burjuman,Standard,"['3:10pm', '8:45pm']","['https://uae.voxcinemas.com/booking/0013-275371', 'https://uae.voxcinemas.com/booking/0013-275373']"
1131,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Ajman,MAX,"['8:10pm', '11:00pm']","['https://uae.voxcinemas.com/booking/0004-282055', 'https://uae.voxcinemas.com/booking/0004-282056']"
1132,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Ajman,Standard,['4:45pm'],['https://uae.voxcinemas.com/booking/0004-282279']
1133,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Al Zahia,GOLD,"['2:25pm', '3:20pm', '8:35pm']","['https://uae.voxcinemas.com/booking/0055-153249', 'https://uae.voxcinemas.com/booking/0055-153319', 'https://uae.voxcinemas.com/booking/0055-153251']"
1134,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Al Zahia,MAX,['12:20am'],['https://uae.voxcinemas.com/booking/0055-152801']
1135,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Al Zahia,Standard,"['4:00pm', '8:05pm', '10:00pm']","['https://uae.voxcinemas.com/booking/0055-152933', 'https://uae.voxcinemas.com/booking/0055-152877', 'https://uae.voxcinemas.com/booking/0055-152935']"
1136,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Deira,GOLD,['5:00pm'],['https://uae.voxcinemas.com/booking/0001-605276']
1137,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Deira,MAX,"['2:40pm', '6:00pm', '8:20pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0001-604896', 'https://uae.voxcinemas.com/booking/0001-604862', 'https://uae.voxcinemas.com/booking/0001-604898', 'https://uae.voxcinemas.com/booking/0001-604864']"
1138,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Deira,Standard,"['4:40pm', '10:20pm']","['https://uae.voxcinemas.com/booking/0001-604929', 'https://uae.voxcinemas.com/booking/0001-604931']"
1139,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Fujairah,Standard,"['2:40pm', '4:15pm', '5:30pm', '8:25pm', '10:15pm', '11:15pm']","['https://uae.voxcinemas.com/booking/0006-294101', 'https://uae.voxcinemas.com/booking/0006-294169', 'https://uae.voxcinemas.com/booking/0006-294102', 'https://uae.voxcinemas.com/booking/0006-294103', 'https://uae.voxcinemas.com/booking/0006-294171', 'https://uae.voxcinemas.com/booking/0006-294104']"
1140,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Mirdif,Standard,"['3:20pm', '4:15pm', '6:10pm 3D', '9:00pm', '10:30pm', '11:50pm']","['https://uae.voxcinemas.com/booking/0005-555722', 'https://uae.voxcinemas.com/booking/0005-555990', 'https://uae.voxcinemas.com/booking/0005-555723', 'https://uae.voxcinemas.com/booking/0005-555724', 'https://uae.voxcinemas.com/booking/0005-555689', 'https://uae.voxcinemas.com/booking/0005-555725']"
1141,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Mirdif,THEATRE,"['4:45pm', '7:45pm']","['https://uae.voxcinemas.com/booking/0005-556181', 'https://uae.voxcinemas.com/booking/0005-556182']"
1142,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Sharjah,MAX,"['2:35pm', '8:10pm']","['https://uae.voxcinemas.com/booking/0035-155540', 'https://uae.voxcinemas.com/booking/0035-155542']"
1143,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",City Centre Sharjah,Standard,"['5:00pm', '6:05pm', '10:40pm', '11:40pm']","['https://uae.voxcinemas.com/booking/0035-155660', 'https://uae.voxcinemas.com/booking/0035-155983', 'https://uae.voxcinemas.com/booking/0035-155662', 'https://uae.voxcinemas.com/booking/0035-155980']"
1144,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Dubai Festival City Mall,GOLD,['11:25pm'],['https://uae.voxcinemas.com/booking/0105-57284']
1145,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Dubai Festival City Mall,Standard,"['2:55pm', '4:50pm', '5:50pm', '7:40pm', '8:50pm', '10:30pm', '12:00am']","['https://uae.voxcinemas.com/booking/0105-57265', 'https://uae.voxcinemas.com/booking/0105-56965', 'https://uae.voxcinemas.com/booking/0105-57266', 'https://uae.voxcinemas.com/booking/0105-56966', 'https://uae.voxcinemas.com/booking/0105-57267', 'https://uae.voxcinemas.com/booking/0105-56967', 'https://uae.voxcinemas.com/booking/0105-57268']"
1146,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",MEGAPLEX(Cineplex Grand Hyatt),4DX,"['3:15pm 3D', '6:15pm 3D', '9:30pm 3D']","['https://uae.voxcinemas.com/booking/0015-230679', 'https://uae.voxcinemas.com/booking/0015-230920', 'https://uae.voxcinemas.com/booking/0015-230681']"
1147,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",MEGAPLEX(Cineplex Grand Hyatt),Standard,"['4:00pm 3D', '10:30pm 3D']","['https://uae.voxcinemas.com/booking/0015-230842', 'https://uae.voxcinemas.com/booking/0015-230928']"
1148,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Mall of the Emirates,Kids,['10:40pm'],['https://uae.voxcinemas.com/booking/0002-562073']
1149,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Mall of the Emirates,Premier,"['3:00pm', '3:50pm', '5:50pm', '6:40pm', '8:40pm', '9:30pm', '11:35pm', '12:20am']","['https://uae.voxcinemas.com/booking/0002-561936', 'https://uae.voxcinemas.com/booking/0002-561900', 'https://uae.voxcinemas.com/booking/0002-561937', 'https://uae.voxcinemas.com/booking/0002-561901', 'https://uae.voxcinemas.com/booking/0002-561938', 'https://uae.voxcinemas.com/booking/0002-561902', 'https://uae.voxcinemas.com/booking/0002-561939', 'https://uae.voxcinemas.com/booking/0002-561903']"
1150,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Mall of the Emirates,THEATRE,"['2:30pm', '5:30pm', '7:00pm']","['https://uae.voxcinemas.com/booking/0002-562697', 'https://uae.voxcinemas.com/booking/0002-562871', 'https://uae.voxcinemas.com/booking/0002-562698']"
1151,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Mercato,Standard,"['4:40pm', '7:30pm', '10:20pm']","['https://uae.voxcinemas.com/booking/0007-183320', 'https://uae.voxcinemas.com/booking/0007-183321', 'https://uae.voxcinemas.com/booking/0007-183322']"
1152,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Nakheel Mall,Standard,"['2:40pm', '5:30pm', '7:25pm', '8:20pm', '11:10pm']","['https://uae.voxcinemas.com/booking/0049-171189', 'https://uae.voxcinemas.com/booking/0049-171190', 'https://uae.voxcinemas.com/booking/0049-170950', 'https://uae.voxcinemas.com/booking/0049-171191', 'https://uae.voxcinemas.com/booking/0049-171192']"
1153,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Nakheel Mall,THEATRE,"['4:15pm', '5:00pm', '7:05pm', '10:40pm']","['https://uae.voxcinemas.com/booking/0049-171488', 'https://uae.voxcinemas.com/booking/0049-171496', 'https://uae.voxcinemas.com/booking/0049-171489', 'https://uae.voxcinemas.com/booking/0049-171550']"
1154,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Nation Towers - Abu Dhabi,GOLD,['10:15pm'],['https://uae.voxcinemas.com/booking/0014-212774']
1155,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Nation Towers - Abu Dhabi,Standard,"['5:00pm', '8:00pm', '11:00pm', '1:00am']","['https://uae.voxcinemas.com/booking/0014-212507', 'https://uae.voxcinemas.com/booking/0014-212508', 'https://uae.voxcinemas.com/booking/0014-212509', 'https://uae.voxcinemas.com/booking/0014-212866']"
1156,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Reem Mall - Abu Dhabi,"Private Cinema     i
This session can be customized after you book (content, F&B, timing)",['11:05pm'],['https://uae.voxcinemas.com/booking/0104-34617']
1157,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Reem Mall - Abu Dhabi,Standard,"['4:15pm', '6:30pm', '10:35pm']","['https://uae.voxcinemas.com/booking/0104-34499', 'https://uae.voxcinemas.com/booking/0104-34528', 'https://uae.voxcinemas.com/booking/0104-34501']"
1158,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",The Galleria Al Maryah Island,Standard,"['2:40pm', '5:30pm', '7:00pm', '8:20pm', '9:50pm', '11:10pm', '12:40am', '1:15am']","['https://uae.voxcinemas.com/booking/0046-244104', 'https://uae.voxcinemas.com/booking/0046-244105', 'https://uae.voxcinemas.com/booking/0046-243774', 'https://uae.voxcinemas.com/booking/0046-244106', 'https://uae.voxcinemas.com/booking/0046-243775', 'https://uae.voxcinemas.com/booking/0046-244107', 'https://uae.voxcinemas.com/booking/0046-244503', 'https://uae.voxcinemas.com/booking/0046-244764']"
1159,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",The Galleria Al Maryah Island,THEATRE,"['3:00pm', '9:15pm']","['https://uae.voxcinemas.com/booking/0046-244430', 'https://uae.voxcinemas.com/booking/0046-244432']"
1160,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Wafi Mall at Wafi City,Standard,"['2:20pm', '5:10pm', '8:00pm', '10:50pm']","['https://uae.voxcinemas.com/booking/0057-114244', 'https://uae.voxcinemas.com/booking/0057-114245', 'https://uae.voxcinemas.com/booking/0057-114246', 'https://uae.voxcinemas.com/booking/0057-114247']"
1161,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Wafi Mall at Wafi City,THEATRE,['5:15pm'],['https://uae.voxcinemas.com/booking/0057-114430']
1162,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Yas Mall - Abu Dhabi,Standard,"['2:10pm', '4:45pm', '7:45pm', '8:45pm', '10:45pm', '12:35am']","['https://uae.voxcinemas.com/booking/0012-487592', 'https://uae.voxcinemas.com/booking/0012-487603', 'https://uae.voxcinemas.com/booking/0012-487604', 'https://uae.voxcinemas.com/booking/0012-487594', 'https://uae.voxcinemas.com/booking/0012-487605', 'https://uae.voxcinemas.com/booking/0012-487612']"
1163,Jurassic World: Rebirth,PG13,English,135 min,"Science Fiction, Adventure, Action","Scarlett Johansson, Jonathan Bailey, Mahershala Ali",Yas Mall - Abu Dhabi,THEATRE,['4:10pm'],['https://uae.voxcinemas.com/booking/0012-487849']
